longitude,latitude,name,address_phone_store
-95.1445616,29.6487845,H-E-B Pasadena 03,"6210 Fairmont Pkwy., Pasadena, TX 77505, Phone: +1-281-487-1946 Pharmacy +1-281-487-6170, Corporate #473, Fuel"
-95.5872904,29.7353591,H-E-B Houston 38,"11815 Westheimer, Houston, TX 77077, Phone: +1-281-531-8646 Pharmacy +1-281-497-8479, Corporate #551, Fuel"
-95.5599619,29.6909876,H-E-B Houston 43,"10100 Beechnut Street, Houston, TX 77072, Phone: +1-281-564-5201 Pharmacy +1-281-564-5209, Corporate #541"
-95.2502141,29.6017365,H-E-B Houston 49,"9828 Blackhawk Blvd., Houston, TX 77075, Phone: +1-713-991-2774 Pharmacy +1-713-991-3762, Corporate #54, Fuel"
-95.390825,29.559548,H-E-B Plus! Pearland,"2805 Business Center Dr., Pearland, TX 77584, Phone: +1-713-578-6100 Pharmacy +1-713-578-6155, Corporate #63, Fuel, Car Wash"
-95.5472103,29.8215303,H-E-B Houston 48,"10251 Kempwood Dr., Houston, TX 77043, Phone: +1-713-996-0009 Pharmacy +1-713-996-0449, Corporate #577, Fuel"
-95.295172,29.698429,H-E-B Houston 42,"3111 Woodridge, Houston, TX 77087, Phone: +1-713-847-0025 Pharmacy +1-713-847-0071, Corporate #540, Fuel"
-96.8724011,29.9066606,H-E-B La Grange,"450 East Travis Street, La Grange, TX 78945, Phone: +1-979-968-8381 Pharmacy +1-979-968-8677, Corporate #416, Fuel"
-96.53971,29.6945922,H-E-B Columbus (Pantry Foods),"2105 Milam, Columbus, TX 78934, Phone: +1-979-732-6253, Corporate #256"
-94.718994,31.337593,H-E-B Lufkin,"111 North Timberland Dr., Lufkin, TX 75901, Phone: +1-936-639-1358, Corporate #617"
-94.372614,32.159152,H-E-B Carthage (Pantry Foods),"419 NW Loop #436, Carthage, TX 75633, Phone: +1-903-693-4952, Corporate #458"
-96.3184485,30.6127299,H-E-B College Station,"1900 South Texas Ave., College Station, TX 77840, Phone: +1-979-693-0361 Pharmacy +1-979-693-1238, Corporate #543, Fuel, Car Wash"
-96.3506149,30.6437232,H-E-B Bryan 3,"725 East Villa Maria, Bryan, TX 77802, Phone: +1-979-779-8905 Pharmacy +1-979-822-1850, Corporate #544, Fuel"
-96.372033,30.690157,H-E-B Bryan 1 (Pantry Foods),"1609 N. Texas Ave., Bryan, TX 77803, Phone: +1-979-778-1077 Pharmacy +1-979-778-2074, Corporate #644, Fuel, Car Wash"
-95.437068,31.325739,H-E-B Crockett (Pantry Foods),"1035 Loop 304 East, Crockett, TX 75835, Phone: +1-936-544-5234, Corporate #287, Fuel"
-97.3940845,32.3473935,H-E-B Cleburne,"600 W. Henderson, Cleburne, TX 76033, Phone: +1-817-641-6203 Pharmacy +1-817-641-4036, Corporate #679, Fuel, Car Wash"
-96.840061,32.411883,H-E-B Waxahachie,"800 Hwy. 77, Waxahachie, TX 75165, Phone: +1-972-923-2283 Pharmacy +1-972-923-2297, Corporate #426, Fuel"
-96.6324648,32.3246279,H-E-B Ennis,"101 S. Clay St, Ennis, TX 75119, Phone: +1-972-875-7720 Pharmacy +1-972-875-8313, Corporate #107, Fuel"
-96.477723,31.684382,H-E-B Mexia,"701 E. Milam Street, Mexia, TX 76667, Phone: +1-254-562-5305 Pharmacy +1-254-562-5123, Corporate #467, Fuel"
-96.467733,32.090019,H-E-B Corsicana,"201 S. 15th Street, Corsicana, TX 75110, Phone: +1-903-874-4778 Pharmacy +1-903-874-6546, Corporate #238, Fuel"
-96.890347,31.306749,H-E-B Marlin,"435 Live Oak, Marlin, TX 76661, Phone: +1-254-803-5501, Corporate #104, Fuel, Car Wash"
-97.2201216,31.4954804,H-E-B Plus! Waco 05,"9100 Woodway Dr, Woodway, TX 76712, Phone: +1-254-751-0239 Pharmacy +1-254-751-0912, Corporate #583, Fuel, Car Wash"
-97.1884392,31.5337706,H-E-B Waco 08,"1301 Wooded Acres Dr., Waco, TX 76710, Phone: +1-254-776-7040 Pharmacy +1-254-776-1027, Corporate #423, Fuel"
-97.1075292,31.5872632,H‑E‑B Plus! Bellmead,"801 North IH 35, BELLMEAD, TX 76705, Phone: +1-254-799-0253 Pharmacy +1-254-799-0219, Corporate #557, Fuel, Car Wash"
-97.1720495,31.581006,H-E-B Waco 04,"3801 N. 19th St, Waco, TX 76708, Phone: +1-254-752-0359 Pharmacy +1-254-753-2226, Corporate #64, Fuel"
-97.3538933,31.1021706,H-E-B Temple 01,"1314 W. Adams Ave., Temple, TX 76504, Phone: +1-254-773-4145 Pharmacy +1-254-773-4585, Corporate #71, Fuel, Car Wash"
-97.3692097,31.0703435,H-E-B Temple 02,"3002 S. 31st St., Temple, TX 76502, Phone: +1-254-778-4820 Pharmacy +1-254-773-2177, Corporate #182"
-97.742897,31.435487,H-E-B Gatesville,"1207 E. Main St, Gatesville, TX 76528, Phone: +1-254-865-8491 Pharmacy +1-254-248-1781, Corporate #403, Fuel"
-97.457213,31.080389,H-E-B Plus! Belton,"2509 North Main St., Belton, TX 76513, Phone: +1-254-939-0856 Pharmacy +1-254-939-0843, Corporate #39, Fuel, Car Wash"
-98.430031,29.797329,H-E-B Plus! Bulverde,"20725 Hwy. 46 West, Bulverde, TX 78070, Phone: +1-830-438-3000 Pharmacy +1-830-438-4010, Corporate #622, Fuel, Car Wash"
-98.7347961,29.7816853,H-E-B Plus! Boerne,"420 W. Bandera, Boerne, TX 78006, Phone: +1-830-816-2394 Pharmacy +1-830-816-2093, Corporate #621, Fuel, Car Wash"
-99.1438395,30.0514399,H-E-B Kerrville on Main,"300 Main St, Kerrville, TX 78028, Phone: +1-830-896-3600 Pharmacy +1-830-896-0227, Corporate #89, Fuel"
-98.8754317,30.270051,H-E-B Fredericksburg,"407 South Adams, Fredericksburg, TX 78624, Phone: +1-830-997-9950 Pharmacy +1-830-997-8809, Corporate #561, Fuel"
-97.6547641,31.0787793,H-E-B Harker Heights,"601 Indian Trail, Harker Heights, TX 76548, Phone: +1-254-699-8411 Pharmacy +1-254-699-8810, Corporate #381, Fuel, Car Wash"
-97.7355407,31.0910026,H-E-B Plus! Killeen 03,"2511 Trimmier Rd,  Killeen,  TX 76542, Phone +1-254 526-9674 Pharmacy +1-254 634-2370, Corporate #581, Fuel, Car Wash"
-97.864668,31.11931,H-E-B Plus! Copperas Cove,"2990 East Hwy. 190, Copperas Cove, TX 76522, Phone: +1-254-547-6333 Pharmacy +1-254-547-9755, Corporate #668, Fuel, Car Wash"
-98.1798163,31.0619944,H-E-B Lampasas,"705 S Key Ave, Lampasas, TX 76550, Phone: +1-512-556-3461, Corporate #432, Fuel"
-98.4453009,30.658823,H-E-B Kingsland,"215 Ranch Rd, Kingsland, TX 78639, Phone: +1-325-388-4601, Corporate #587, Fuel"
-98.2227512,30.758743,H-E-B Burnet,"105 S Boundary St, Burnet, TX 78611, Phone: +1-512-756-6188 Pharmacy +1-512-715-0701, Corporate #433, Fuel"
-98.278484,30.5821288,H-E-B Marble Falls,"1503 Hwy 1431 West, Marble Falls, TX 78654, Phone: +1-830-693-3561 Pharmacy +1-830-693-4810, Corporate #735, Fuel"
-97.6523977,29.6805378,H-E-B Luling,"320 E Pierce St, Luling, TX 78648, Phone: +1-830-875-3831, Corporate #464"
-97.4170246,30.6004333,H-E-B Taylor,"100 N. W. Carlos G. Parker Blvd., Taylor, TX 76574, Phone: +1-512-352-2015 Pharmacy +1-512-352-2024, Corporate #593, Fuel, Car Wash"
-97.334095,30.110137,H-E-B Plus! Bastrop,"104 N Hasler Blvd, Bastrop, TX 78602, Phone: +1-512-321-1011 Pharmacy +1-512-321-1033, Corporate #582, Fuel, Car Wash"
-97.9431387,29.8832908,H-E-B San Marcos 02,"200 West Hopkins St., San Marcos, TX 78666, Phone: +1-512-396-0100 Pharmacy +1-512-396-0303, Corporate #455"
-97.9260912,29.8871773,H-E-B San Marcos 01,"641 East Hopkins Street, San Marcos, TX 78666, Phone: +1-512-396-8880 Pharmacy +1-512-396-2892, Corporate #243, Fuel, Car Wash"
-97.6703135,29.8818716,H-E-B Lockhart,"403 S Colorado St, Lockhart, TX 78644, Phone: +1-512-398-2301 Pharmacy +1-512-398-6797, Corporate #445, Fuel"
-97.7194542,30.6815356,H-E-B Georgetown 02,"4500 Williams Dr., Georgetown, TX 78628, Phone: +1-512-863-4427 Pharmacy +1-512-868-1273, Corporate #487, Fuel"
-97.6886757,30.6339853,H-E-B Georgetown 01,"1100 South IH 35, Georgetown, TX 78626, Phone: +1-512-930-5581 Pharmacy +1-512-869-4287, Corporate #237"
-97.38409,30.3460858,H-E-B Elgin,"1080 E. Hwy. 290, Elgin, TX 78621, Phone: +1-512-285-4168 Pharmacy +1-512-285-4719, Corporate #475, Fuel, Car Wash"
-97.8548245,30.5834003,H-E-B Plus! Leander,"651 N US Highway 183, Leander, TX 78641, Phone: +1-512-528-7700 Pharmacy +1-512-528-7777, Corporate #592, Fuel, Car Wash"
-97.861745,30.016109,H-E-B Plus! Kyle,"5401 South FM 1626, Kyle, TX 78640, Phone: +1-512-268-7900 Pharmacy +1-512-268-7955, Corporate #14, Fuel, Car Wash"
-97.7863732,30.5328994,H-E-B Austin 26,"2800 East Whitestone Blvd., Cedar Park, TX 78613, Phone: +1-512-528-0027 Pharmacy +1-512-528-0150, Corporate #580, Fuel, Car Wash"
-97.828581,30.522049,H-E-B Austin 14,"170 E. Whitestone Blvd, Cedar Park, TX 78613, Phone: +1-512-259-5500 Pharmacy +1-512-259-5755, Corporate #265, Fuel, Car Wash"
-97.6593718,30.5187479,H-E-B Plus! Round Rock 04,"1700 East Palm Valley Blvd, Round Rock, TX 78664, Phone: +1-512-388-2649 Pharmacy +1-512-255-0617, Corporate #591, Fuel"
-97.6151438,30.4984984,H-E-B Round Rock 01,"3750 Gattis School Rd., Round Rock, TX 78664, Phone: +1-512-341-3775 Pharmacy +1-512-341-3776, Corporate #34, Fuel, Car Wash"
-97.6592272,30.4810019,H-E-B Round Rock 03,"603 Louis Henna Blvd, Round Rock, TX 78664, Phone: +1-512-828-0806 Pharmacy +1-512-828-0814, Corporate #495, Fuel, Car Wash"
-97.7228513,30.5004326,H-E-B Round Rock 02,"16900 N. FM 620, Round Rock, TX 78681, Phone: +1-512-238-7909 Pharmacy +1-512-238-7905, Corporate #373, Fuel, Car Wash"
-97.6117841,30.4379657,H-E-B Pflugerville,"201 N. FM 685, Pflugerville, TX 78660, Phone: +1-512-251-0002 Pharmacy +1-512-251-9037, Corporate #479, Fuel, Car Wash"
-97.8214391,30.0878461,H-E-B Buda,"15300 S. IH-35, Buda, TX 78610, Phone: +1-512-312-1615 Pharmacy +1-512-312-0907, Corporate #477, Fuel"
-97.8262744,30.4549519,H-E-B Plus! Austin 27,"11521 North FM 620, Austin, TX 78726, Phone: +1-512-249-0558 Pharmacy +1-512-249-0577, Corporate #24, Fuel"
-97.9322403,30.30476,H-E-B Austin 21 - Bee Cave,"12400 West Highway 71, Bee Cave, TX 78738, Phone: +1-512-263-0528 Pharmacy +1-512-263-0561, Corporate #404, Fuel"
-97.6641459,30.4425715,H-E-B Austin 07,"1434 Wells Branch Pkwy, Pflugerville, TX 78660, Phone: +1-512-251-2584 Pharmacy +1-512-251-5286, Corporate #236, Fuel, Car Wash"
-97.8517445,30.4042887,H-E-B Austin 24,"7301 N FM 620, Austin, TX 78726, Phone: +1-512-336-7700 Pharmacy +1-512-336-7706, Corporate #451, Fuel"
-97.7425603,30.4415421,H-E-B Austin 20,"6001 W Parmer Lane, Austin, TX 78727, Phone: +1-512-249-0400 Pharmacy +1-512-249-8316, Corporate #388, Fuel"
-97.7725466,30.4343583,H-E-B Austin 05,"12860 Research Blvd, Austin, TX 78750, Phone: +1-512-506-9060 Pharmacy +1-512-506-9250, Corporate #31"
-97.887648,30.22889,H-E-B Austin,"7901 US-290, Austin, TX 78736, Phone: +1-512-288-5440 Pharmacy +1-512-288-5713, Corporate #765"
-97.7029236,30.4175535,H-E-B Austin 06,"12407 N. Mopac Expwy, Austin, TX 78758, Phone: +1-512-339-1181 Pharmacy +1-512-339-6644, Corporate #218"
-97.6720941,30.4053906,H-E-B Austin 25,"500 Canyon Ridge Dr, Austin, TX 78753, Phone: +1-512-973-8143 Pharmacy +1-512-973-8753, Corporate #476, Fuel"
-97.8753826,30.2004212,H-E-B Austin 28,"5800 W. Slaughter Ln., Austin, TX 78749, Phone: +1-512-301-9770 Pharmacy +1-512-301-9772, Corporate #68"
-97.7483006,30.3988118,H-E-B Austin 17,"10710 Research Blvd, Austin, TX 78759, Phone: +1-512-794-8221 Pharmacy +1-512-794-8227, Corporate #269"
-97.8251114,30.1751444,H-E-B Austin 11,"2110 W Slaughter Ln, Austin, TX 78748, Phone: +1-512-282-0182 Pharmacy +1-512-282-0990, Corporate #227, Fuel"
-97.8308253,30.2154037,H-E-B Austin 23,"6900 Brodie Ln, Austin, TX 78745, Phone: +1-512-891-8900 Pharmacy +1-512-891-8906, Corporate #428"
-97.6636655,30.3126121,H-E-B Austin 13,"7112 Ed Bluestein, Austin, TX 78723, Phone: +1-512-926-1491 Pharmacy +1-512-926-0586, Corporate #161"
-97.755277,30.352104,H-E-B Austin 04,"7015 Village Ctr Dr., Austin, TX 78731, Phone: +1-512-502-8445 Pharmacy +1-512-502-8801, Corporate #96"
-97.6979525,30.3645328,H-E-B Austin 15,"9414 N Lamar Blvd, Austin, TX 78753, Phone: +1-512-835-5400 Pharmacy +1-512-837-9580, Corporate #183, Fuel"
-97.7691048,30.1888211,H-E-B Austin 02,"6607 IH 35 S., Austin, TX 78744, Phone: +1-512-441-9266 Pharmacy +1-512-441-3692, Corporate #229"
-97.7411093,30.3344163,H-E-B Austin 09,"5808 Burnet Rd, Austin, TX 78756, Phone: +1-512-453-8864 Pharmacy +1-512-454-6691, Corporate #202"
-97.7199924,30.3003105,H-E-B Austin 03,"1000 East 41 St., Austin, TX 78751, Phone: +1-512-459-6513 Pharmacy +1-512-459-8308, Corporate #425"
-97.7230039,30.2356109,H-E-B Plus! Austin 12,"2508 E. Riverside, Austin, TX 78741, Phone: +1-512-448-3544 Pharmacy +1-512-448-3353, Corporate #91, Fuel, Car Wash"
-97.710535,30.2597845,H-E-B Austin 01,"2701 E 7th St, Austin, TX 78702, Phone: +1-512-478-7328 Pharmacy +1-512-478-8086, Corporate #465"
-97.751859,30.239079,H-E-B South Congress,"2301 S Congress Ave, Austin, TX 78704, Phone +1-737-610-6060 Pharmacy +1-512-442-1578, Corporate #755"
-97.1325784,32.9403003,Central Market Southlake,"1425 E. Southlake Blvd., Southlake, TX 76092, Phone: +1-817-310-5600 Catering: +1-817-310-5610"
-98.4646983,29.4706061,Central Market - San Antonio 02,"4821 Broadway, San Antonio, TX 78209, Phone: +1-210-368-8600 Pharmacy +1-210-824-0515 Catering: +1-210-368-8699"
-96.7669462,33.002005,Central Market Plano,"320 Coit Rd., Plano, TX 75075, Phone: +1-469-241-8300 Catering: +1-469-241-9336"
-97.3884632,32.731704,Central Market Fort Worth,"4651 West Fwy., Fort Worth, TX 76107, Phone: +1-817-989-4700 Catering: +1-817-377-9307"
-95.4439312,29.7410534,Central Market Houston,"3815 Westheimer Rd., Houston, TX 77027, Phone: +1-713-386-1700 Catering: +1-713-386-1750"
-96.7683314,32.8507014,Central Market Dallas,"5750 E. Lovers Ln., Dallas, TX 75206, Phone: +1-214-234-7000 Catering: +1-214-361-5577"
-97.7973978,30.2311496,Central Market Austin South,"4477 S. Lamar Blvd., Austin, TX 78745, Phone: +1-512-899-4300 Catering: +1-512-899-4343"
-97.7398362,30.3072602,Central Market Austin - North Lamar,"4001 N. Lamar Blvd., Austin, TX 78756, Phone: +1-512-206-1000 Catering: +1-512-206-1024"
-98.081346,30.190615,H-E-B Dripping Springs,"598 E. Hwy. US 290, Dripping Springs, TX 78620, Phone: +1-512-858-2972 Pharmacy +1-512-858-0314, Corporate #611, Fuel, Car Wash"
-97.8253,30.29171,H-E-B Austin 29,"701 S. Capital of Texas Hwy., Westlake Hills, TX 78746, Phone: +1-512-732-9930 Pharmacy +1-512-329-5184, Corporate #29"
-97.136439,31.523916,H-E-B Plus! Waco 01,"1821 South Valley Mills Dr., Waco, TX 76711, Phone: +1-254-710-9400 Pharmacy +1-254-757-3344, Corporate #672, Fuel, Car Wash"
-97.349463,32.519831,H-E-B Plus! Burleson,"165 N.W. John Jones Dr., Burleson, TX 76028, Phone: +1-817-447-7484 Pharmacy +1-817-447-3213, Corporate #16, Fuel, Car Wash"
-97.72899,32.45594,H-E-B Granbury,"3804 US Hwy. 377, Granbury, TX 76049, Phone: +1-817-579-2500 Pharmacy +1-817-579-2512, Corporate #631, Fuel, Car Wash"
-95.497548,30.3248,H-E-B Conroe Market,"3875 W. Davis St., Conroe, TX 77304, Phone: +1-936-760-6800 Pharmacy +1-936-760-6810, Corporate #660, Fuel, Car Wash"
-95.52033,30.227837,H-E-B Woodlands 04 North Woodlands Market,"3601 FM 1488, The Woodlands, TX 77384, Phone: +1-936-271-2730 Pharmacy +1-936-321-2748, Corporate #638, Fuel, Car Wash"
-95.197898,29.923464,H-E-B Summerwood Market,"12680 West Lake Houston Pkwy., Houston, TX 77044, Phone: +1-281-436-0987 Pharmacy +1-281-436-1969, Corporate #614, Fuel, Car Wash"
-95.449917,30.070301,H-E-B Spring Market,"2121 FM 2920, Spring, TX 77388, Phone: +1-281-907-7900 Pharmacy +1-281-907-7950, Corporate #610, Fuel, Car Wash"
-95.584762,29.911277,H-E-B Jones Road,"9503 Jones Rd., Houston, TX 77065, Phone: +1-281-894-5361 Pharmacy +1-281-894-5237, Corporate #657"
-95.402742,29.738599,H-E-B Montrose Market,"1701 W. Alabama St., Houston, TX 77098, Phone: +1-713-529-2475 Pharmacy +1-713-807-7293, Corporate #630"
-98.134827,29.357538,H-E-B La Vernia,"14414 US Hwy. 87 West, La Vernia, TX 78121, Phone +1-830-779-1790 Pharmacy +1-830-779-3109, Corporate #612, Fuel, Car Wash"
-98.581825,29.514754,H-E-B Pharmacy at the MARC,"8300 Floyd Curl Dr., San Antonio, TX 78229, Pharmacy: +1-210-593-0291, Pharmacy Offering compounding and medical equipment, Corporate #647"
-98.126976,29.688547,H-E-B New Braunfels,"651 South. Walnut Ave, New Braunfels, TX 78130, Phone: +1-830-608-0017 Pharmacy +1-830-609-1944, Corporate #380, Fuel, Car Wash"
-98.158974,29.715414,H-E-B New Braunfels 02,"1655 Highway 46 West, New Braunfels, TX 78132, Phone: +1-830-626-0937 Pharmacy +1-830-626-3348, Corporate #74"
-98.70452,29.493089,H-E-B San Antonio 40,"10660 West FM 471, San Antonio, TX 78251, Phone: +1-210-684-1019 Pharmacy +1-210-684-1234, Corporate #494, Fuel, Car Wash"
-96.803864,32.893674,Central Market - Dallas Preston Royal,"10720 Preston Rd., Dallas, TX 75230, Phone: +1-972-860-6500 Catering: +1-972-860-6510"
-95.745309,29.990911,H-E-B Fairfield Market,"28550 Hwy. 290, Cypress, TX 77433 Hwy 290 & Mason Rd., Phone: +1-281-256-6339 Pharmacy +1-281-256-6490, Corporate #656, Fuel, Car Wash"
-95.427548,29.72669,H-E-B Houston 51,"5225 Buffalo Speedway, Houston, TX 77005, Phone: +1-713-218-1800 Pharmacy +1-713-218-1850, Corporate #599"
-95.532352,29.785107,H-E-B Houston 54,"9710 Katy Freeway, Houston, TX 77055, Phone: +1-713-647-5900 Pharmacy +1-713-647-5950, Corporate #109, Fuel, Car Wash"
-95.820196,29.775227,H-E-B Katy Market,"25675 Nelson Way, Katy, TX 77494, Phone: +1-281-574-1800 Pharmacy +1-281-574-1808, Corporate #615, Fuel, Car Wash"
-95.581587,29.579681,H-E-B Houston 40,"4724 Hwy 6 N., Missouri City, TX 77459, Phone: +1-281-403-2172 Pharmacy +1-281-403-1861, Corporate #474, Fuel"
-95.645258,29.609599,H-E-B Sugar Land Market,"530 Hwy. 6, Sugar Land, TX 77478, Phone: +1-281-494-3690 Pharmacy +1-281-240-6370, Corporate #627, Fuel, Car Wash"
-95.537186,29.539775,H-E-B Houston 55,"8900 Hwy. 6, Missouri City, TX 77459, Phone: +1-281-778-1300 Pharmacy +1-281-778-1350, Corporate #110, Fuel, Car Wash"
-95.685715,29.562842,H-E-B Sugar Land - Riverpark,"19900 Southwest Fwy., Sugar Land, TX 77479, Phone: +1-281-239-2050 Pharmacy +1-281-239-2055, Corporate #563, Fuel"
-96.260224,30.557688,H-E-B Tower Point Market,"949 William D. Fitch Parkway, College Station, TX 77845, Phone: +1-979-690-4940 Pharmacy +1-979-690-4690, Corporate #619, Fuel, Car Wash"
-96.39759,30.14317,H-E-B Brenham Market,"2508 South Day Street, Brenham, TX 77833, Phone: +1-979-277-9858 Pharmacy +1-979-277-0906, Corporate #414"
-98.317413,26.258186,H-E-B Palmhurst,"120 E. Mile 3rd., Palmhurst, TX 78573, Phone: +1-956-580-7407 Pharmacy +1-956-583-3229, Corporate #674, Fuel, Car Wash"
-97.68833,30.559268,H-E-B Round Rock 05,"250 University Blvd., Round Rock, TX 78665, Phone: +1-512-864-8000 Pharmacy +1-512-863-9279, Corporate #673, Fuel, Car Wash"
-97.805565,30.477778,H-E-B Plus! Lakeline,"14028 N. US Hwy. 183, Austin, TX 78717, Phone: +1-512-249-9012 Pharmacy +1-512-249-9886, Corporate #659, Fuel, Car Wash"
-97.698976,30.303829,H-E-B Mueller,"1801 E. 51st Street, Austin, TX 78723, Phone: +1-512-474-2199 Pharmacy +1-512-474-2662, Corporate #639, Fuel"
-99.145178,30.041233,H-E-B Kerrville 02,"313 Sidney Baker,  Kerrville, TX 78028, Phone: +1-830-896-8030 Pharmacy +1-830-792-5465, Corporate #655"
-98.102532,30.001765,H-E-B Wimberley,"14501 RR 12, Wimberley, TX 78676, Phone: +1-512-842‑3700 Pharmacy +1-512-847‑3048, Corporate #708, Fuel"
-97.966742,30.344486,H-E-B Lakeway,"2000 Ranch Road 620 South, Lakeway, TX 78734, Phone: +1-512-599-5800 Pharmacy +1-512-263-8481, Corporate #714, Fuel, Car Wash"
-97.280178,29.08966,H‑E‑B Cuero,"909 E BROADWAY, CUERO, TX 77954, Phone: +1-361-275‑6144 Pharmacy +1-361-275‑8934, Corporate #712"
-98.390353,26.237655,H-E-B Palmview,"6010 W EXPRESSWAY 83, PALMVIEW, TX 78572-9139, Phone: +1-956-585-3161 Pharmacy: +1-956-585-3959, Corporate #448, fuel"
-102.37442,31.846055,H-E-B Pharmacy at Medical Center Hospital,"540 W. 5TH, ODESSA, TX 79761-5034, Pharmacy: +1-432-332-1623, Corporate #700"
-98.22496,26.18951,H-E-B South 2nd Street,"200 US Expressway 83, MCALLEN, TX 78501-2951, Phone: +1-956-630‑2913 Pharmacy +1-956-630‑2911, Corporate #702, Fuel"
-95.388065,30.108632,H-E-B Spring Creek Market,"3540 RAYFORD RD, SPRING, TX 77386-4343, Phone: +1-281-528-2380 Pharmacy: +1-281-353-2420, Corporate #705, Fuel, Car Wash"
-95.446048,29.041615,H-E-B Lake Jackson,"97 OYSTER CREEK DRIVE, LAKE JACKSON, TX 77566-4622, Phone: +1-979-297-1288 Pharmacy +1-979-299-0105, Corporate #707, Fuel, Car Wash"
-102.41083,31.860995,H-E-B University Blvd.,"2501 W UNIVERSITY BLVD, ODESSA, TX 79764, Phone: +1-432-368-8400 Pharmacy +1-432-332-0475, Corporate #711, Fuel"
-95.12704,29.60618,H-E-B Clear Lake Marketplace,"3501 CLEAR LAKE CITY BLVD, HOUSTON, TX 77059, Phone: +1-281-212-8800 Pharmacy +1-281-480-4721, Corporate #713, Fuel, Car Wash"
-95.09706,29.666827,H-E-B Deer Park,"4701 EAST BLVD, DEER PARK, TX 77536, Phone: +1-281-930-0326 Pharmacy +1-281-930-9366, Corporate #715, Fuel, Car Wash"
-102.1553,31.996097,H-E-B Midland Loop 250,"5407 ANDREWS HIGHWAY, MIDLAND, TX 79706, Phone: +1-432-699-8201 Pharmacy +1-432-699-2331, Corporate #717, Fuel"
-98.49658,29.419265,H-E-B South Flores Market,"516 S FLORES STREET, SAN ANTONIO, TX 78204-1217, Phone: +1-210-444-1879, Corporate #718, Fuel"
-95.48511,29.747981,H-E-B San Felipe,"5895 SAN FELIPE STREET, HOUSTON, TX 77057-3061, Phone: +1-713-278-8450 Pharmacy +1-713-278-8474, Corporate #687"
-94.94964,29.397149,H-E-B Texas City,"3502 PALMER HIGHWAY, TEXAS CITY, TX 77590-6548, Phone: +1-409-948-9500 Pharmacy +1-409-943-4249, Corporate #662, Fuel, Car Wash"
-98.07908,29.73066,H-E-B Plus! New Braunfels 3,"2965 IH35 NORTH, NEW BRAUNFELS, TX 78130, Phone: +1-830-312-5700 Pharmacy +1-830-620-5100, Corporate #694, Fuel, Car Wash"
-95.584718,30.221791,H-E-B Market at 1488,"7988 FM 1488, MAGNOLIA, TX 77354, Phone: +1-832-934-3400 Pharmacy +1-281-252-0069, Corporate #722, Fuel, Car Wash"
-97.582858,30.501257,H-E-B PLUS! Hutto,"5000 GATTIS SCHOOL RD., HUTTO, TX 78634, Phone: +1-737-484‑0700 Pharmacy +1-512-251‑3173, Corporate #696, FUEL, CAR WASH"
-98.3867237,29.5696327,H-E-B San Antonio 33,"14087 O'Connor Rd, San Antonio, TX 78217, Phone: +1-210-637-1313 Pharmacy +1-210-637-0033, Corporate #230, Fuel, Car Wash"
-98.49966,29.66276,H-E-B Market at Stone Oak,"23635 Wilderness Oak, San Antonio, TX 78258, Phone: +1-210-482-3300 Pharmacy +1-210-490-2677, Corporate #658"
-95.264667,29.558126,H-E-B Pearland,"2710 Pearland Pkwy FM 518, Pearland, TX 77584, Phone: +1-281-412-8700 Pharmacy +1-281-485-5047, Corporate #675, Fuel, Car Wash"
-95.549258,30.143766,H-E-B Creekside,"26500 KUYKENDAHL RD, TOMBALL, TX 77375-1478, Phone: +1-281-205-6500 Pharmacy +1-281-255-2248, Corporate #686, Fuel, Car Wash"
-94.128367,30.069436,H-E-B Beaumont 6,"3590 COLLEGE ST., BEAUMONT, TX 77701, Phone: +1-409-980-5800 Pharmacy +1-409-813-8452, Corporate #692, Fuel, Car Wash"
-95.039791,29.505002,H-E-B LEAGUE CITY,"2755 E.LEAGUE CITY PARKWAY, LEAGUE CITY, TX 77573-3360, Phone: +1-281-334-3758 Pharmacy +1-281-334-2012, Corporate #697, Fuel, Car Wash"
-95.638037,30.002801,H-E-B Cypress Grant Market,"14100 Spring Cypress Rd., Cypress, TX 77429, Phone: +1-281-320-3700 Pharmacy +1-281-376-2428, Corporate #698, Fuel, Car Wash"
-95.726249,29.926815,H-E-B Market at Tuckerton,"9722 FRY ROAD, CYPRESS, TX 77433, Phone: +1-281-205-6200 Pharmacy +1-281-373-2102, Corporate #709, Fuel, Car Wash"
-97.759277,31.078778,H-E-B Killeen,"1101 W  STAN SCHLUETER LOOP, KILLEEN, TX 76542, Phone: +1-254-226-3600 Pharmacy +1-254-519-2760, Corporate #721, Fuel, Car Wash"
-94.850726,29.827414,H-E-B MONT BELVIEU,"13401 I-10 EAST, MONT BELVIEU, TX 77523, Phone: +1-281-576-3500 Pharmacy +1-281-420-9300, Corporate #741, Fuel, Car Wash"
-94.977798,29.795463,H-E-B Baytown,"6430 GARTH ROAD, BAYTOWN, TX 77521, Phone: +1-281-421-5300 Pharmacy: +1-281-420-3800, Corporate #742, Fuel, Car Wash"
-95.501981,30.072939,H-E-B Market at Gosling,"5251 FM 2920, SPRING, TX 77388, Phone: +1-281-323-6400 Pharmacy +1-281-353-2982, Corporate #748, Fuel, Car Wash"
-97.69755,32.75821,H-E-B Hudson Oaks,"100 Hudson Oaks Drive, Hudson Oaks, TX 76087, Phone +1-817-599-1299 Pharmacy +1-817-599-6422, Corporate #752, Fuel, Car Wash"
